name,bus,plini_mw,qlini_mvar,p_result_mw,q_result_mvar,outserv
load_AT0_0,AT0_0,9322.5,1893.014404296875,9322.5,1893.014404296875,0.0
load_BE0_0,BE0_0,2690.9775390625,546.4263305664062,2690.9775390625005,546.4263305664061,0.0
load_BE0_1,BE0_1,7744.72216796875,1572.6329345703125,7744.722167968751,1572.632934570313,0.0
load_CH0_0,CH0_0,6299.7001953125,1279.2086181640625,6299.700195312501,1279.208618164062,0.0
load_CZ0_0,CZ0_0,8023.39990234375,1629.2208251953125,8023.399902343749,1629.2208251953127,0.0
load_DE0_0,DE0_0,3011.25,611.4603881835938,3011.2499999999995,611.4603881835938,0.0
load_DE0_1,DE0_1,1763.0706787109375,358.00677490234375,1763.0706787109375,358.00677490234386,0.0
load_DE0_10,DE0_10,951.7589111328125,193.2628936767578,951.7589111328125,193.2628936767578,0.0
load_DE0_11,DE0_11,1307.24560546875,265.4475402832031,1307.24560546875,265.4475402832031,0.0
load_DE0_12,DE0_12,1057.951904296875,214.82630920410156,1057.951904296875,214.82630920410173,0.0
load_DE0_13,DE0_13,792.3300170898438,160.88946533203125,792.3300170898436,160.88946533203125,0.0
load_DE0_14,DE0_14,1106.7281494140625,224.73074340820312,1106.7281494140623,224.73074340820312,0.0
load_DE0_15,DE0_15,1045.273193359375,212.25177001953125,1045.2731933593752,212.25177001953128,0.0
load_DE0_16,DE0_16,543.1747436523438,110.29633331298828,543.1747436523439,110.29633331298828,0.0
load_DE0_17,DE0_17,1141.90283203125,231.8732452392578,1141.90283203125,231.87324523925787,0.0
load_DE0_18,DE0_18,2299.185791015625,466.8695983886719,2299.185791015625,466.86959838867176,0.0
load_DE0_19,DE0_19,1624.0897216796875,329.7854919433594,1624.0897216796875,329.7854919433595,0.0
load_DE0_2,DE0_2,2796.042724609375,567.7606811523438,2796.0427246093755,567.7606811523439,0.0
load_DE0_20,DE0_20,3807.82958984375,773.2127685546875,3807.82958984375,773.2127685546875,0.0
load_DE0_21,DE0_21,730.8179931640625,148.39892578125,730.8179931640625,148.39892578125,0.0
load_DE0_22,DE0_22,1154.9661865234375,234.52589416503906,1154.9661865234373,234.525894165039,0.0
load_DE0_23,DE0_23,1391.5841064453125,282.5732116699219,1391.5841064453123,282.5732116699219,0.0
load_DE0_24,DE0_24,1714.038330078125,348.0503234863281,1714.038330078125,348.050323486328,0.0
load_DE0_25,DE0_25,988.47265625,200.71792602539062,988.4726562500001,200.71792602539065,0.0
load_DE0_26,DE0_26,2296.086669921875,466.2402648925781,2296.0866699218755,466.2402648925781,0.0
load_DE0_27,DE0_27,1440.4818115234375,292.5023193359375,1440.4818115234373,292.5023193359374,0.0
load_DE0_28,DE0_28,1121.5364990234375,227.73770141601562,1121.5364990234375,227.7377014160157,0.0
load_DE0_29,DE0_29,812.00390625,164.88442993164062,812.00390625,164.88442993164065,0.0
load_DE0_3,DE0_3,3029.75341796875,615.2176513671875,3029.7534179687505,615.2176513671875,0.0
load_DE0_30,DE0_30,1844.2105712890625,374.48291015625,1844.210571289063,374.4829101562501,0.0
load_DE0_31,DE0_31,933.3096313476562,189.5166015625,933.3096313476562,189.51660156249994,0.0
load_DE0_32,DE0_32,3252.748046875,660.4986572265625,3252.748046875,660.4986572265625,0.0
load_DE0_33,DE0_33,792.0640258789062,160.83546447753906,792.0640258789064,160.8354644775391,0.0
load_DE0_34,DE0_34,347.44976806640625,70.55268096923828,347.44976806640625,70.55268096923828,0.0
load_DE0_35,DE0_35,973.4428100585938,197.66600036621094,973.4428100585936,197.6660003662109,0.0
load_DE0_4,DE0_4,4024.19482421875,817.1476440429688,4024.1948242187505,817.1476440429692,0.0
load_DE0_5,DE0_5,2819.823974609375,572.5897216796875,2819.823974609375,572.5897216796875,0.0
load_DE0_6,DE0_6,1921.2115478515625,390.11865234375,1921.2115478515623,390.11865234375,0.0
load_DE0_7,DE0_7,1200.7674560546875,243.82623291015625,1200.7674560546877,243.82623291015622,0.0
load_DE0_8,DE0_8,1557.8402099609375,316.33294677734375,1557.8402099609373,316.33294677734364,0.0
load_DE0_9,DE0_9,3014.152587890625,612.0498046875,3014.1525878906255,612.0498046875,0.0
load_DK0_0,DK0_0,1985.80029296875,403.23394775390625,1985.80029296875,403.2339477539062,0.0
load_DK1_0,DK1_0,1910.3997802734375,387.9232177734375,1910.3997802734375,387.9232177734375,0.0
load_FR0_0,FR0_0,6640.34423828125,1348.37939453125,6640.34423828125,1348.3793945312505,0.0
load_FR0_1,FR0_1,9639.9423828125,1957.4737548828125,9639.9423828125,1957.4737548828125,0.0
load_FR0_10,FR0_10,17562.982421875,3566.315673828125,17562.982421875,3566.315673828126,0.0
load_FR0_11,FR0_11,3166.203369140625,642.9249877929688,3166.203369140624,642.9249877929685,0.0
load_FR0_2,FR0_2,3398.037353515625,690.0009155273438,3398.037353515625,690.0009155273433,0.0
load_FR0_3,FR0_3,2785.58447265625,565.6370239257812,2785.58447265625,565.6370239257814,0.0
load_FR0_4,FR0_4,2074.420654296875,421.2290954589844,2074.420654296875,421.22909545898443,0.0
load_FR0_5,FR0_5,6391.6455078125,1297.8790283203125,6391.6455078125,1297.879028320313,0.0
load_FR0_6,FR0_6,5904.3525390625,1198.929931640625,5904.352539062499,1198.9299316406255,0.0
load_FR0_7,FR0_7,5495.59765625,1115.9287109375,5495.597656250001,1115.9287109375,0.0
load_FR0_8,FR0_8,3753.453125,762.1712036132812,3753.453125,762.171203613281,0.0
load_FR0_9,FR0_9,4336.53662109375,880.5713500976562,4336.53662109375,880.5713500976561,0.0
load_NL0_0,NL0_0,6724.30712890625,1365.4288330078125,6724.30712890625,1365.4288330078125,0.0
load_NL0_1,NL0_1,5877.29248046875,1193.4351806640625,5877.292480468749,1193.435180664062,0.0
load_PL0_0,PL0_0,6084.8759765625,1235.5867919921875,6084.875976562501,1235.5867919921875,0.0
load_PL0_1,PL0_1,5365.77001953125,1089.5660400390625,5365.77001953125,1089.5660400390627,0.0
load_PL0_2,PL0_2,6646.5537109375,1349.640380859375,6646.553710937501,1349.640380859375,0.0
load_hvdc_send_DC20_bus0,DE0_16,0.026243505999445915,0.0,0.026243505999445915,1.734723475976807e-18,0.0
load_hvdc_send_DC2_bus0,DE0_9,0.05953921005129814,0.0,0.05953921005129815,0.0,0.0
load_hvdc_send_DC5_bus0,DE0_12,0.02831193618476391,0.0,0.02831193618476391,-1.734723475976807e-18,0.0
load_hvdc_send_TYNDP2020_10_bus0,DE0_9,0.0342593714594841,0.0,0.03425937145948411,0.0,0.0
load_hvdc_send_TYNDP2020_1_NEP_DC3_bus0,DE0_29,0.04025818035006523,0.0,0.04025818035006523,0.0,0.0
load_hvdc_send_TYNDP2020_22_bus0,DE0_12,0.031854648143053055,0.0,0.031854648143053055,0.0,0.0
load_hvdc_send_TYNDP2020_23_NEP_DC1_bus0,DE0_10,0.05942818894982338,0.0,0.05942818894982337,0.0,0.0
load_hvdc_send_TYNDP2020_2_NEP_DC4_bus0,DE0_29,0.03832002356648445,0.0,0.03832002356648445,2.168404344971009e-19,0.0
load_hvdc_send_relation_2505320-400-DC_b,DK1_0,599.92236328125,0.0,599.92236328125,0.0,0.0
load_hvdc_send_relation_5487095-400-DC_b,DK0_0,323.7676086425781,0.0,323.76760864257807,-3.552713678800501e-15,0.0
load_hvdc_send_relation_8185420-320-DC_b,DK0_0,699.870849609375,0.0,699.870849609375,0.0,0.0
load_hvdc_send_relation_8193755-320-DC_b,DE0_4,999.9442138671875,0.0,999.9442138671875,-5.684341886080802e-14,0.0
